session_id,uri,title,description,language,speakers,start_time,end_time,room,type,tags
RGJ8NS,https://coscup.org/2025/sessions/RGJ8NS,COSCUP 亞洲開源社群交流篇：觀察、合作與啟發,COSCUP 近年積極參與國際交流並在國外結交社群夥伴、觀察和學習。 過去一年大家不分組出國進行議程和攤位的互動交流，這個議程中討論的範圍主要聚焦過去一年在亞洲地區的交流參與，包含: 香港、中國、日本、泰國，並在這個議程中分享重要的經驗以及觀察，並邀請你來聽我們聊聊亞洲開源社群生態和活動參與實境！ 本次議程將採用 Panel 形式做對話式演講。,Mandarin,"RYWZJ9, XQAW73, MD3YNH",2025-08-09T13:40:00+08:00,2025-08-09T14:10:00+08:00,95,415,"language_zhtw, difficulty_elementary"
RPYPPM,https://coscup.org/2025/sessions/RPYPPM,Generating and Navigating through Language Parse Trees using Python and tree-sitter,"Have you ever wondered how syntax highlighting in text editors, such as Neovim and Zed, work in a *blazingly* fast manner? ""tree-sitter is a parser generator tool and an incremental parsing library. It can build a concrete syntax tree for a source file and efficiently update the syntax tree as the source file is edited."" This talk will cover tree-sitter, why it matters and how it works, and extracting information from its abstract syntax trees by querying using its Python language bindings, `py-tree-sitter`. Discover the technology behind navigating through abstract syntax trees with this open-source software.",English,PHECEE,2025-08-09T14:00:00+08:00,2025-08-09T14:30:00+08:00,85,420,"language_en, difficulty_intermediate"
RTF3RC,https://coscup.org/2025/sessions/RTF3RC,資料庫視圖的設計與管理,你用過Index來幫你加速找到你要的東西，你也知道join的方便與難過。 你也親眼見過上百個欄位的資料表，而你要的只是那滄海一粟的結果資料。 那你用過視圖(View)嗎? 除了瞭解SQL中的Join、Group By，除了黯熟資料庫系統中的統計函數，還可以利用視圖來輔助你強化你的工作流程，降低你的複雜度衝擊，甚至提供一個緩衝空間讓開發者有更多發揮的空間。 本議程會簡單的分享 * 什麼是視圖 * 視圖的模式與反模式 * 視圖如何逐步改進,Mandarin,8L8PGD,2025-08-09T10:00:00+08:00,2025-08-09T10:40:00+08:00,72,424,"language_zhtw, difficulty_elementary"
RVZKNX,https://coscup.org/2025/sessions/RVZKNX,初探 Model Context Protocol 與 AI Agent Protocol：快速打造多工 AI Agent,Model Context Protocol（MCP）是一項由 Anthropic 推出的開放標準，旨在為大型語言模型（LLMs）提供一種標準化的方式，以連接和操作各種資料來源（如本地檔案、資料庫）和工具（如 GitHub、Google Maps）。MCP 的目標是簡化 AI 應用與外部資源的整合過程，類似於 USB-C 為實體設備提供通用連接介面。 隨著 AI 技術的快速發展，AI 助手需要與各種資料來源和工具進行互動，以提供更豐富和個性化的服務。Model Context Protocol（MCP）作為一種開放標準，為 AI 應用提供了一種統一且安全的方式，>連接到不同的資料來源和工具。 本場演講將介紹 MCP 的架構、設計原則與實作範例，並展示如何使用開源 mcp-server 快速打造一套具備上下文共享、工具調用與多模型協作能力的 Agent Server。最後將透過實機 Demo 展現 MCP 在真實 AI Workflow 中的應用潛力。 演講大綱 - 問題背景與動機 - AI 助手在實際應用中面臨的挑戰：需要訪問多種資料來源和工具，現有整合方式的限制：開發成本高、維護困難 - 認識 Model Context Protocol（MCP）MCP 的定義與目標 - MCP 的核心架構：主機、客戶端、伺服器 - MCP 如何簡化 AI 應用與外部資源的整合 - MCP 的工作原理 - MCP 如何建立 AI 應用與資料來源/工具之間的橋樑 - MCP 的模組化設計如何支持功能擴展 - 使用 mcp-server 快速建立多工 Agent Server - mcp-server 的功能與架構 - 如何使用 mcp-server 整合多個 Agent 和工具 - 實作示範：建立一個能夠協作完成任務的多 Agent 系統 - 實際應用案例與未來展望 - MCP 在企業助手、開發工具等領域的應用 - MCP 的安全性與擴展性 - 未來 AI 系統與 MCP 的整合趨勢,Mandarin,H9PJPV,2025-08-09T16:00:00+08:00,2025-08-09T16:30:00+08:00,88,445,"language_zhtw, difficulty_elementary"
S3Q8VD,https://coscup.org/2025/sessions/S3Q8VD,泰國華人信仰的初探—以曼谷為例,林威廷曾在 COSCUP 2024 分享「民間文化資產教育的動能」，示範如何把田野筆記、社群協作與 GitHub 流程，轉譯成可自由重混的開放資料集，並以每月讀書會＋戶外踏查的社群模式，累積了扎實的文化資產推動經驗。今年他將這套「文化資產 × 開放資料」的方法論延伸到泰國，聚焦 19 世紀以來在曼谷耀華力與昭披耶河畔生根的華人信仰空間——從龍蓮寺等傳統華人街區——結合田野調查、地圖標註與開放資料，可視化出 40 餘座華人寺廟的信仰網絡，並邀請開源社群一起共編、共創。,Mandarin,ZRLS7R,2025-08-09T14:30:00+08:00,2025-08-09T15:00:00+08:00,92,437,"language_zhtw, difficulty_elementary"
SG8TJC,https://coscup.org/2025/sessions/SG8TJC,PostgreSQL as a Big Data Platform,"This talk discusses PostgreSQL as a building block of distributed data environments, the challenges and solutions that these provide. It includes a discussion of some existing solutions, how they address these challenges, and the tradeoffs involved. In particular we discuss Bagger from OneMoreData, Citus, and GreenPlum.",English,WFRXHY,2025-08-10T10:50:00+08:00,2025-08-10T11:30:00+08:00,72,424,"language_en, difficulty_intermediate"
SMVJFB,https://coscup.org/2025/sessions/SMVJFB,Source Code Deep Dive into OpenAI Agent SDK vs LangGraph,OpenAI Agent SDK 和 LangGraph 是目前 AI Agent 領域中最具代表性的兩大開源框架，前者強調 LLM 驅動的 Function Calling 與自動化思考流程，後者則以圖形工作流與狀態機設計實現多步驟推理與多 Agent 協作。本次演講將深入剖析這兩套框架的原始碼，對比它們在 Agent 核心 Loop、工具呼叫、記憶體管理、狀態轉移與多 Agent 協作等等的面向的架構與設計理念。透過實際程式碼與設計哲學的交叉解析，協助開發者理解這兩種不同 Paradigm 如何各自支撐現代 AI Agent 系統的運作與擴展。,Mandarin,FSMLVN,2025-08-09T12:30:00+08:00,2025-08-09T13:00:00+08:00,84,417,"language_zhtw, difficulty_advanced"
SN98G9,https://coscup.org/2025/sessions/SN98G9,為博物館服務的開源智能體,"""家中有一位熱愛曆史的杭州「文瀾閣與四庫全書」講解員 Rella 小朋友，今年五年級，10歲。今年開始，我們倆正在探索將 AI 智能體應用到博物館的講解活動中。例如，通過智能體復活「蘇東坡」，介紹杭州的人文曆史與美景美食；通過智能體評估和改善講解員的講解水平， 等等。我們將這些智能體開源給社區，分享給其他喜愛歷史和對 AI 有興趣的講解員，共同提升博物館的講解服務水平，幫助更多人學習和了解歷史文化。 講解提綱： 1. 歷史與AI：復活「蘇東坡」，讓歷史活過來 2. AI與開源：開源智能體，讓智能無處不在 3. 開源與歷史：開放的歷史，開放的未來"" At home, we have a history-loving 10-year-old fifth-grader from Hangzhou, Rella, who is a docent for the Wenlan Pavilion and the Siku Quanshu (Complete Library in Four Sections). This year, the two of us are exploring the application of AI agents in museum docent activities. For example, we are bringing ""Su Dongpo"" back to life through an AI agent to introduce Hangzhou’s cultural history, scenic beauty, and culinary delights; using AI agents to evaluate and improve docents’ presentation skills, and more. We are open-sourcing these AI agents to the community, sharing them with other history enthusiasts and AI-interested docents to collectively enhance the quality of museum docent services, helping more people learn about and understand historical culture. Presentation Outline: History and AI: Reviving ""Su Dongpo"" to bring history to life AI and Open Source: Open-sourcing AI agents to make intelligence ubiquitous Open Source and History: An open history, an open future This translation maintains the original meaning and structure while ensuring natural and accurate English expression. Let me know if you need further refinements or additional assistance!",Mandarin,GVRBHF,2025-08-09T12:10:00+08:00,2025-08-09T12:40:00+08:00,95,415,"language_zhtw, difficulty_elementary"
SNHFTW,https://coscup.org/2025/sessions/SNHFTW,一生一芯,“一生一芯”（https://ysyx.org）由中国科学院大学于2019年发起，至今累计报名人数已逾12000人，覆盖全球900余所高校及科研院所。 “一生一芯”专注培养学生独立解决问题的能力，以及“计算机软硬件系统协同设计能力”和“芯片全链条设计能力”，坚持开放性和公益性，兼顾“大规模”和“高质量”。面向全球芯片设计爱好者，不限学校、专业和年级，全年开放报名（报名和学习均免费），随到随学(可零基础)，并为学生提供免费或低成本流片机会。 “一生一芯”指导学生从零开始设计一款RISC-V处理器芯片，在其上运行自己开发的系统软件和演示程序，并通过开源EDA工具和开源PDK完成物理设计流程。“一生一芯”的学习内容课程覆盖计算机系统全栈抽象层，从应用程序、运行时环境、简易操作系统、指令集，到处理器微结构设计、RTL开发、综合、布局布线、时序分析，最终生成晶体管级的可流片GDSII版图。同时，“一生一芯”为达到指定学习目标（完成B阶段）的在校生，提供免费流片机会。,Mandarin,Q897WK,2025-08-10T11:00:00+08:00,2025-08-10T11:30:00+08:00,89,412,"language_zhtw, difficulty_intermediate"
SNQXEQ,https://coscup.org/2025/sessions/SNQXEQ,GenKit for Go: 讓生成式 AI 應用開發更簡單,隨著生成式 AI 技術快速發展，開發者越來越需要簡單、靈活且可擴充的工具來打造各式 AI 應用。GenKit 是 Google 於 2024 年開源的生成式 AI 應用開發框架，支援多種主流程語言與大型語言模型（如 Gemini、OpenAI、Claude），協助開發者快速構建、測試與部署生成式 AI 服務。 本議程將介紹 GenKit 的設計理念、主要功能與開發流程，並以 Go 版本為例，實際展示如何開發一個多模型支援的生成式 AI 應用。你將看到 GenKit 如何簡化 prompt 管理、模型切換、觀察與除錯等常見痛點，並了解其在實際應用開發中的彈性與擴充性。 無論你是 AI 開發者、技術愛好者，還是對生成式 AI 應用有興趣的朋友，都歡迎參加本場分享，一起探索 GenKit 帶來的全新開發體驗！,Mandarin,WPV837,2025-08-09T12:10:00+08:00,2025-08-09T12:40:00+08:00,78,433,"language_zhtw, difficulty_elementary"
SRTWSE,https://coscup.org/2025/sessions/SRTWSE,HomeLab 從網路開始！ VyOS 入門級教學，讓 Linux 不再只拿來當伺服器系統,你可能弄了自己的 HomeLab，並在裡玩過 Proxmox、Docker、NAS，但你真的掌握了「網路」這塊基礎嗎？本場議程將帶你跳脫「Linux 只能架服務」的框架，深入認識開源路由系統 VyOS，學會如何用 CLI 打造屬於你的網路核心。,Mandarin,YMDWC3,2025-08-10T10:30:00+08:00,2025-08-10T11:30:00+08:00,85,440,"language_zhtw, difficulty_elementary"
SXHMZ8,https://coscup.org/2025/sessions/SXHMZ8,不依賴 FPU、2D 加速器與 GPU 的精簡現代視窗系統,[Mado](https://github.com/sysprog21/mado) 是套開放原始碼函式庫，專為小型裝置帶來現代化視窗系統能力。隨著嵌入式裝置配備高品質顯示器與強大且省電的中央處理器，低價普及的裝置也能呈現複雜而流暢的圖形介面；然而，記憶體始終稀缺，為視窗系統的設計與實作帶來獨特挑戰。Mado 在僅需數百 KB 記憶體的前提下，引入現代桌面系統的功能，提供重疊半透明視窗、抗鋸齒圖形、視窗陰影、動畫、可縮放字型與支援 [TinyVG](https://tinyvg.tech/) 透過精簡的函式算繪出不失視覺效果的向量圖形，並內建視窗管理器，並透過現有事件派送機制協調運作，無須外部控制程式。此高度整合的設計允許開發者即使在極小記憶體空間內，也能打造兼具美感與互動性的介面，同時維持系統結構的精簡。 參會者預期可接觸到以下： 1. 不依賴 FPU、2D 加速器與 GPU 等硬體機制，依舊可達成現代視窗系統的關鍵方法 2. 改進傳統貝茲曲線的計算 3. 在資源受限平臺上實作模糊與視窗特效的實務技巧 4. 以階層化事件模型構築易於維護與擴充的互動元件架構,Mandarin,8JBC7M,2025-08-10T10:15:00+08:00,2025-08-10T10:45:00+08:00,79,413,"language_zhtw, difficulty_intermediate"
SZCRXT,https://coscup.org/2025/sessions/SZCRXT,我所知道的 (這個年代的) OSS License / OSS Community (預錄演講),"（講者因故無法回台，因此本議程將播放預錄演講。） (The speaker is unable to return to Taiwan due to unforeseen circumstances. Therefore, this session will feature a pre-recorded talk.) Recently there was a huge dispute about some repository violating the so-called Apache License 2.0 requirements in Taiwan. However, the speaker totally disagreed this claim. In this talk, the speaker will discuss how he views the contemporary treatment to the open-source licenses, which were mostly invented 20 years (before 2005).",Mandarin,3S8HAY,2025-08-09T10:40:00+08:00,2025-08-09T11:10:00+08:00,87,419,"language_zhtw, difficulty_elementary"
SZM9CW,https://coscup.org/2025/sessions/SZM9CW,GenAI Workflow：打造智能化技術趨勢洞察系統,生成式AI (Generative AI) 正以前所未有的速度重塑資訊處理與決策模式，Gartner預測超過80%企業將部署GenAI應用。然而，如何高效駕馭此浪潮，洞察瞬息萬變的技術趨勢，成為關鍵挑戰。本演講將分享如何完全基於開源技術棧，從零開始打造一個全自動化技術趨勢分析系統，透過數據驅動發掘前瞻洞見，賦能開發者與企業精準把握未來技術脈動。 核心議題： 🔹 開源數據管線建構：我們將演示如何利用 Selenium、Crawl4ai 等開源爬蟲框架，高效採集技術論文、產業報告與會議資訊，並整合 Bigquery 實現海量異構數據的統一儲存、高效檢索與深度分析。重點分享數據獲取策略與Schema設計考量。 🔹 GenAI 智能分析工作流：重點介紹如何基於開源 AI 應用開發平台 Dify，設計並部署一套可擴展的 GenAI 工作流。此工作流整合 GPT-4o、Gemini 2.5 Pro 等前沿模型，自動完成數據清洗、特徵提取、模型推理至結構化技術洞察報告生成。探討Prompt工程、模型選擇與成本效益優化技巧。 🔹 互動式趨勢可視化：展示如何結合 spaCy 的 NLP 功能（如命名實體識別、語義關聯分析）與 ECharts 等開源視覺化函式庫，打造動態交互儀表板。與會者將學習如何實現即時數據篩選、趨勢演變追蹤及多維度語義關聯可視化，讓複雜趨勢一目了然，洞察隱藏關聯。 🔹 開源社群協作與迭代：分享本開源項目如何藉由社群力量，收集回饋、迭代功能、提升效能，並探討開源協作模式如何加速技術創新與應用普及，鼓勵聽眾參與共建，共同提升專案的實用性與影響力。 本演講旨在為希望利用開源力量掌握技術脈動的開發者、研究員與決策者提供一套實戰指南與可複製的解決方案。,Mandarin,YQF8FJ,2025-08-09T11:20:00+08:00,2025-08-09T11:50:00+08:00,88,445,"language_zhtw, difficulty_intermediate"
T9NV37,https://coscup.org/2025/sessions/T9NV37,Deep dive to AGL reference SDV platform -SoDev-,"SoDev is the reference SDV Platform, that is now developed in SDV Expert Group of AGL(Automotive Grade Linux) To realize SDV, various software is required, and the use of open source is crucial. By constructing an SDV reference using open source, we accelerate the evolution of software in the automotive industry. SoDev is realized through virtualization by Hypervisor (Xen) and multiple guest OS (such as Zephyr RTOS for Monitoring and AGL Linux for Infotainment). AGL collaborates with various communities and promotes the initiative prioritizing source code over documentation. In this session, we talk about SoDev in more detail. That is developing with code first policy. We believe in accelerating SDV development by SoDev. We hope to use all SDV developers for SoDev. Attendees will get deep information about SoDev. Attendees can use SoDev in their own development, not limited to the automotive field.",English,9VMXTS,2025-08-10T11:10:00+08:00,2025-08-10T11:50:00+08:00,95,410,"language_en, difficulty_elementary"
TCU97F,https://coscup.org/2025/sessions/TCU97F,开源硬件和 toDtoB 商业化,先开发家marketing引进商业化，这个方案是toDtoB（to Developer to Business) 我分享这个具体项目，于M5Stack和日本商业Data,Mandarin,7CTD39,2025-08-09T16:00:00+08:00,2025-08-09T16:30:00+08:00,73,461,"language_zhtw, difficulty_elementary"
TD3ZDW,https://coscup.org/2025/sessions/TD3ZDW,Rails Scales! - Why startups fail and how you can succeed,"Many engineers hold the belief that Rails does not scale. Indeed, many startups have problems scaling their Rails application. At the same time, massive companies like Shopify or Zendesk run Rails monoliths at a planetary scale. How do they do it? In this presentation, Cristian Planas, former start-up founder/CTO and Group Tech Lead for performance at Zendesk will share with you what these companies know that you don’t. He will introduce you to the scalability problems that he had in his start-up, how he failed at solving them, and what are the actual options to fix them.",English,PTFUCG,2025-08-09T11:40:00+08:00,2025-08-09T12:10:00+08:00,75,438,"language_en, difficulty_intermediate"
TW83J9,https://coscup.org/2025/sessions/TW83J9,Open Source for Open Science,"The United Nations Education, Scientific and Cultural Organization (UNESCO) has created the Open Science initiative to “make scientific progress more transparent, inclusive and democratic.” The Open Source Community has a wealth of experience that can be brought to bear for Open Science. This talk will discuss how and why Open Source should be involved with Open Science, emphasizing places where the two can easily collaborate, and discuss how the Open Science initiative can help Open Source to continue to expand its global reach.",English,NCDQG7,2025-08-09T13:10:00+08:00,2025-08-09T13:40:00+08:00,93,430,"language_en, difficulty_elementary"
TWWZGB,https://coscup.org/2025/sessions/TWWZGB,Recap Day 1,Closing Day 1,Mandarin,9NRTBF,2025-08-09T16:45:00+08:00,2025-08-09T17:00:00+08:00,73,461,"language_zhtw, difficulty_elementary"
TY3ELY,https://coscup.org/2025/sessions/TY3ELY,用 Ruby 寫一個 MCP Server,我是卡米哥，一個使用 Ruby 十年的開發者。Ruby 對我來說是一種既優雅又充滿表達力的語言，只要有機會，我都希望用 Ruby 來解決問題。 這次在 RubyConf 2025，我將分享自己用 Ruby 實作 MCP（Model Context Protocol）Server 的經驗。MCP 是一個近期討論度很高的通訊協定，實用性高，為了深入理解這個協定的設計，我從零開始打造了一個開源的 MCP Server demo。 我的演講將涵蓋以下幾個重點： - MCP 協定的基本結構與核心理念 - 如何從零開始寫一個最小可行的 MCP Server - MCP Server 的測試方式與思路 - 常見的安全性問題與應對策略 我希望透過這場分享，幫助更多開發者了解 MCP，也讓大家在聽完之後，有信心自己動手做出一個屬於自己的 MCP Server。,Mandarin,HE8GKD,2025-08-10T10:00:00+08:00,2025-08-10T10:30:00+08:00,75,438,"language_zhtw, difficulty_intermediate"
TZKKDC,https://coscup.org/2025/sessions/TZKKDC,Let's build a Transformer: JAX Source code explained from scratch,"Transformer architecture can be used for various NLP and CV tasks. They are pre-trained to generate text and images based on large datasets. Building a transformer from scratch allows us to customize the component for our application. The goal of this talk is to demonstrate how the transformer model could be implemented on JAX. To do so, we're going to build a general purpose transformer completely from scratch all with JAX.",Mandarin,RYNSZY,2025-08-10T10:10:00+08:00,2025-08-10T10:40:00+08:00,73,461,"language_zhtw, difficulty_advanced"
U7BPKB,https://coscup.org/2025/sessions/U7BPKB,漢語族語言及臺灣原住民族語言在MediaWiki的現況（英語議程）,本議程將介紹關於漢語族語言及臺灣原住民族語言在MediaWiki的相關背景知識及現況，並針對部份技術內容講解操作過程，期望引領更多人投入MediaWiki的語言發展。,English,DHWKZY,2025-08-10T10:00:00+08:00,2025-08-10T10:30:00+08:00,91,414,"language_en, difficulty_elementary"
U7DCYD,https://coscup.org/2025/sessions/U7DCYD,Multi Cluster GPU Allocation for AI Research,"As the LLMs and generative models become more and more complex, one can't simply train them on CPU, or a single GPU cluster, this requires the use of multiple GPUs but managing those can be complicated.GPU partitioning in the cloud is perceived to be a complicated, resource-consuming process that is worth the exclusive involvement of narrowly focused teams or large enterprises. So this talk explores why GPU partitioning is necessary for running Python AI workloads and how it can be done efficiently using open source tooling. The talk will cover about some common myths: that this has something to do with advanced hardware configurations or prohibitive costs, on systems likeKubernetes In this talk, we will illustrate how modern frameworks like NVIDIA MIG with vCluster effectively enable seamless sharing of GPUs across different teams, leading to more efficient resource utilization, higher throughput, and broader accessibility for workloads like LLM finetuning and inference. The talk aims to inspire developers, engineers to understand the key techniques for efficient GPU scheduling and sharing of resources across multiple GPU Clusters with open source platform tooling like vCluster.",English,"B7RWEC, PAGJS7",2025-08-10T10:40:00+08:00,2025-08-10T11:10:00+08:00,74,445,"language_en, difficulty_elementary"
UBNW9N,https://coscup.org/2025/sessions/UBNW9N,Kotlin 的三個超能力：讓後端開發更輕鬆愉快,Kotlin 除了是 Android 開發上的熱門語言，近年來也在後端開發領域快速成長，成為 Java 開發者與新創團隊的重要選擇。它不僅保有 Java 的相容性，更以簡潔的語法、強大的型別系統與現代語言設計，大幅提升開發效率與程式碼可讀性。這場演講將介紹 Kotlin 在後端開發中的三個語言級超能力。透過簡單實例與對比範例，讓你了解為什麼越來越多開發者選擇 Kotlin 作為後端語言，讓開發過程更清爽、直覺又愉快。,Mandarin,MJSEW7,2025-08-10T13:45:00+08:00,2025-08-10T14:15:00+08:00,88,428,"language_zhtw, difficulty_intermediate"
UEXLWV,https://coscup.org/2025/sessions/UEXLWV,「开源悬赏」开发者激励模式探索,"""〇、背景 1. 作者 2. 业界 3. 理念 一、意义 二、目标 三、先例 1. 开源求职 2. 开源公司 3. 开源基金会 4. 高校夏令营 5. 赞助平台 6. 悬赏众包 四、模式 （一）管理 （二）激励 （三）路演 五、试验 六、行动 七、疑问 1. Pay for Coder 正当性 2. 社区开源项目应该“用爱发电” 3. 钱会让贡献者对任务区别对待 4. 开源社自身定位 5. 资金会带来更大的风险 6. 积分系统会降低管理难度""",Mandarin,YRGPJM,2025-08-09T14:20:00+08:00,2025-08-09T14:50:00+08:00,95,345,"language_zhtw, difficulty_elementary"
UFGPUX,https://coscup.org/2025/sessions/UFGPUX,Open-source Intelligent EDA (iEDA),"Open-source EDA shows promising potential in unleashing EDA innovation and lowering the cost of chip design. This paper presents an open-source EDA project, iEDA, aiming for building a basic infrastructure for EDA technology evolution and closing the industrial-academic gap in the EDA area. iEDA now covers digital chip logic synthesis (including logic optimization, technology mapping, automation test pattern generation), the whole flow of physical design (including Floorplan, Placement, CTS, Routing, Timing Optimization etc.), and part of the analysis tools (Static Timing Analysis and Power Analysis). To demonstrate the effectiveness of iEDA, we implement and tape out five chips of different scales (from 700k to 100M gates) on different process nodes (110nm and 28nm) with iEDA. iEDA is publicly available from the project homepage http://ieda.oscc.cc.",Mandarin,8KSAT7,2025-08-10T10:30:00+08:00,2025-08-10T11:00:00+08:00,89,412,"language_zhtw, difficulty_intermediate"
UFJDBZ,https://coscup.org/2025/sessions/UFJDBZ,Building and Maintaining Regional Language Support Communities in Global Open Source Projects ~ Insights from the LibreOffice Japanese Community Forum ~,"I'll introduce methods for building and maintaining local language support communities within global open source projects. This session shares practical insights from the LibreOffice Japanese Community Forum that you can immediately apply to your community activities. The LibreOffice Community Forum is an official Q&A site where users can ask questions in their native language. For such platforms to succeed, they need both incoming questions and active community members providing answers—a challenge faced by open source projects worldwide. Japan's LibreOffice community developed a unique approach: weekly online Hackfest events where members collectively answer forum questions. I'll explain how regular scheduling creates responsibility and momentum among volunteers, transforming support from individual work to group activity, building a sustainable support system. I'll also discuss how we incorporated Japanese cultural elements while adapting global best practices to regional needs. The session will present case studies of particularly challenging or interesting forum questions, demonstrating how community teamwork led to effective solutions. Please join us to discover how each individual's small contributions make a significant difference, and how supporting users in their native language creates a more inclusive and sustainable open source ecosystem.",English,ZSW3JQ,2025-08-10T11:20:00+08:00,2025-08-10T11:50:00+08:00,94,408,"language_en, difficulty_elementary"
ULT9T7,https://coscup.org/2025/sessions/ULT9T7,Upgrading Loki with a Canary Deployment: Enhancing Performance and Reducing Costs,"- At LINE Taiwan, we decided to upgrade Loki using a canary deployment strategy. - Replaced Promtail with Vector to handle logs and send them to Loki. - Used Vector to replicate real traffic to the new Loki, helping us adjust Loki configurations. - Improved Loki labels with Vector, significantly enhancing Loki's performance. - Ultimately saved nearly 70% in machine costs, minimizing backend storage burden.",Mandarin,LAMZZQ,2025-08-10T13:30:00+08:00,2025-08-10T14:00:00+08:00,76,455,"language_zhtw, difficulty_intermediate"
UMXKTM,https://coscup.org/2025/sessions/UMXKTM,用 Odoo 打造補習班管理系統,分享如何運用 Odoo 這套開源 ERP 系統，協助一間小型補習班建置基礎的人事與教務管理流程，減少手動處理的行政時間。透過現成模組（如 CRM、人事、排程與報名管理）以及少量自訂開發，打造貼近實務需求的解決方案，實現個人工作室數位化轉型。 本案例顯示，即使是資源有限的小型團隊，也能善用開源工具建立具彈性、可擴充的教務系統，達成低成本、高效率的雙贏目標。,Mandarin,QWPXYT,2025-08-09T10:00:00+08:00,2025-08-09T10:20:00+08:00,71,418,"language_zhtw, difficulty_elementary"
UNVNAN,https://coscup.org/2025/sessions/UNVNAN,Rails Active Storage 如何避免被同事攻擊 — 你，懂 BAC 嗎？,Rails 的 Active Storage 雖然提供了方便的檔案上傳與管理功能，但若開發者忽略了對檔案存取的授權檢查，極可能導致 Broken Access Control（BAC）漏洞，讓使用者能未經授權下載他人的檔案。在這場分享中，我將透過實際的 Rails 範例，展示一個看似正常的 Active Storage 實作如何讓其他人輕鬆取得不該擁有的機密文件。我們也會一步步分析漏洞產生的原因，並提供具體的修補方案。我們可以思考看看，當我們取得使用者的檔案 url 的時候，表示我們就有權限取得使用者的檔案嗎？其實這樣的問題在任何軟體都有可能發生，值得身為開發者的我們多想一點,Mandarin,H9YTTJ,2025-08-10T14:05:00+08:00,2025-08-10T14:35:00+08:00,75,438,"language_zhtw, difficulty_intermediate"
UR9ASQ,https://coscup.org/2025/sessions/UR9ASQ,Golang clean arch framework for beginners,本提案將介紹一套以團隊協作為出發點、 Clean Architecture 風格的 Golang HTTP 框架。 設計目標為提供公司內部專業背景各異的團隊一個可以快速上手並導入的 Golang 框架。盡可能維持遵循社群及開源風格，避免風格強烈的設計來降低入門門檻並維持長期的可發展及維護性。 此議程以 RESTful API 及 WS 後端服務為開發範例，提供一個即抄即用、可擴充的架構樣板，並支援資料庫操作、快取、Config、Log 與測試等常見元件，協助開發者快速啟動專案。 ## 目標聽眾 希望能導入 Golang 開發，但缺乏經驗或不知從何開始的開發者或團隊 ## 大綱 1. 設計以及為什麼這樣設計 - 約 5 分鐘 2. Golang 及 Clean Arch 簡介 - 約 1分鐘 3. 範例情境簡介 (API and WS聊天室) - 約 8 分鐘 4. 各 Layer 簡介 - 約 8 分鐘 5. Q&A - 約 5 分鐘 ## 知識需求 - 具備 Golang 基本理解 - 有後端架構設計經驗佳,Mandarin,3E7KDP,2025-08-09T11:10:00+08:00,2025-08-09T11:40:00+08:00,78,433,"language_zhtw, difficulty_intermediate"
UVUW9G,https://coscup.org/2025/sessions/UVUW9G,Kuberay：阿里雲 & GKE 都愛用的 Ray on K8s 部署神器,KubeRay 是一個開源專案，實作了一個 Kubernetes Operator，使我們能夠在 Kubernetes 環境中輕鬆部署 Ray。它提供了豐富的指標（metrics）、容錯機制，以及零停機時間（zero-downtime）的升級支援等等功能，讓 end users 能夠充分發揮 Kubernetes 的彈性與穩定性，來部署各種分散式應用。 此外，KubeRay 也與多個其他開源專案有良好的整合，像是 Apache YuniKorn、Volcano 等，讓 users 可以根據不同場景彈性選擇要使用哪種 scheduler，使其成為更加高效且可擴展的分散式運算平台。,Mandarin,R7ZZSN,2025-08-10T10:00:00+08:00,2025-08-10T10:40:00+08:00,83,423,"language_zhtw, difficulty_intermediate"
UW7LXA,https://coscup.org/2025/sessions/UW7LXA,中文維基的女性參與,維基百科女性社群「薇姬的房間」，將分享開放知識平台中的性別落差與DEI（多元、平等、共融）的觀察與行動。作為全球最大的開放知識平台，維基百科雖然標榜「人人可編輯」，但長期以來面臨參與者性別比例失衡、條目內容代表性不足等挑戰。 本演講將分享社群經營與行動經驗，並搭配兩項實地資料：其一為今年舉辦的工作坊，透過小組討論，，歸納維基百科在功能設計、編輯流程與支持系統上可強化之處；其二為用戶問卷調查，聚焦華文使用者對性別落差的認知差異與回饋。透過案例、數據與社群實踐，討論如何在開放平台中落實更具包容性的參與機制，期盼能激發更多人共同關注與投入知識領域的多元共融實踐。,Mandarin,"S7BNMZ, FFMFS8",2025-08-10T11:30:00+08:00,2025-08-10T12:00:00+08:00,91,414,"language_zhtw, difficulty_elementary"
VBLXY9,https://coscup.org/2025/sessions/VBLXY9,（中英雙語）⚡Lightning talk / 閃電秀 ⚡ X Closing,閃電秀講者指南 / Lightning talk speaker guide 閃電秀是一個由多場超短時的議程發表構成的一個表演性質居多的活動，通常會被放在獨佔時段，所有會眾都會聚集到這個會議廳觀賞這齣表演，稱之為閃電秀 (Lightning Talks)。 報名以及了解相關資訊請參考: https://hackmd.io/@coscup/H1Jzr_C8xx,English,9NRTBF,2025-08-10T16:15:00+08:00,2025-08-10T17:00:00+08:00,73,461,"language_en, difficulty_elementary"
